,Main_Mass_Flow,Additive_1_Ratio,Additive_2_Ratio,Additive_3_Ratio,Additive_4_Ratio,Additive_5_Ratio,Additive_6_Ratio,Flow_Gas_Ratio,T_Zone_1,T_Zone_2,T_Zone_3,T_Zone_4,T_Zone_5,T_Zone_6,T_Zone_7,T_Zone_8,T_Zone_9,T_Zone_10,Blending,Quality,T_Increase_1,T_Increase_2,T_Increase_3,T_Increase_4,T_Increase_5,T_Increase_6,T_Increase_7,T_Increase_8,T_Increase_9
14,18723.921875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.48733925819397,199.54040527343798,187.789596557617,197.954696655273,175.942962646484,173.54524230957,175.076095581055,169.179214477539,176.401657104492,180.227188110352,174.66520690918,24.0,45.33,0,1,0,0,1,0,1,1,0
15,18752.19140625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4792742729187003,199.66455078125,187.963714599609,198.238235473633,175.767425537109,174.752593994141,176.125778198242,169.644424438477,176.41798400878898,180.13151550293,174.828796386719,24.0,45.2425,0,1,0,0,1,0,1,1,0
16,18743.333984375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.48150181770325,199.663619995117,187.92297363281202,198.56867980957,175.35661315918,173.920974731445,175.340774536133,169.247131347656,175.900802612305,180.100891113281,174.732360839844,24.0,45.155,0,1,0,0,1,0,1,1,0
17,18711.9609375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.46725869178772,199.59489440918,188.196319580078,198.35461425781202,175.769424438477,172.812469482422,173.838180541992,167.268600463867,174.310546875,178.20080566406202,173.201766967773,24.0,45.0675,0,1,0,0,1,0,1,1,0
18,18733.875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4554224014282204,199.588729858398,187.852096557617,198.136032104492,175.329193115234,173.508926391602,174.889221191406,168.413238525391,175.652160644531,179.350509643555,174.148880004883,24.0,44.98,0,1,0,0,1,0,1,1,0
19,18735.140625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.46851634979248,199.57640075683602,188.076934814453,198.383163452148,175.51734924316398,173.935470581055,175.034469604492,168.704284667969,175.83283996582,179.42991638183602,174.28698730468798,24.0,44.8725,0,1,0,0,1,0,1,1,0
20,18732.525390625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.47687482833862,199.551788330078,187.709030151367,197.445404052734,175.525283813477,174.116409301758,175.685333251953,169.24739074707,176.520202636719,180.197296142578,174.591033935547,24.0,44.765,0,1,0,0,1,0,1,1,0
21,18709.837890625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4618706703186004,199.506423950195,187.907333374023,198.306198120117,175.37550354003898,173.33186340332,174.645843505859,168.277755737305,175.09753417968798,178.63391113281202,173.34986877441398,24.0,44.6575,0,1,0,0,1,0,1,1,0
22,18730.638671875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.46024250984192,199.725921630859,187.65330505371102,197.932479858398,175.294647216797,173.884323120117,175.406173706055,168.79592895507798,175.95530700683602,179.630432128906,173.817977905273,24.0,44.55,0,1,0,0,1,0,1,1,0
23,18725.06640625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.45893740653992,199.866455078125,187.517730712891,197.78063964843798,175.240692138672,173.941619873047,175.711959838867,169.440582275391,176.650634765625,179.549026489258,174.524276733398,24.0,44.7075,0,1,0,0,1,0,1,1,0
24,18722.68359375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4479808807373,199.92530822753898,187.77571105957,197.982391357422,175.297470092773,173.854598999023,175.402725219727,169.70285034179702,176.65739440918,180.330490112305,174.596405029297,24.0,44.865,0,1,0,0,1,0,1,1,0
25,18714.669921875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4495007991790803,200.234970092773,188.008514404297,197.979034423828,175.288436889648,174.109024047852,176.010299682617,169.72102355957,176.268035888672,179.556564331055,174.50050354003898,24.0,45.0225,0,1,0,0,1,0,1,1,0
26,18708.328125,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4532520771026602,200.029342651367,187.72608947753898,197.893402099609,175.496505737305,174.222106933594,175.950408935547,169.818008422852,176.377639770508,179.759918212891,174.924453735352,24.0,45.18,0,1,0,0,1,0,1,1,0
27,18714.833984375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.44678163528442,200.385604858398,188.13792419433602,198.207443237305,175.244293212891,172.71141052246102,173.351669311523,167.239395141602,174.243743896484,178.13313293457,173.53503417968798,24.0,45.111999999999995,0,1,0,0,1,0,1,1,0
28,18718.0,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4396526813507102,200.760894775391,188.114898681641,198.291015625,175.648712158203,174.40626525878898,175.787734985352,170.044815063477,176.530960083008,180.087463378906,174.322189331055,24.0,45.044,0,1,0,0,1,0,1,1,0
29,18740.07421875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4447185993194602,200.28346252441398,188.445510864258,198.33024597168,175.21336364746102,174.349411010742,175.18333435058602,168.946578979492,176.168853759766,179.635040283203,173.909942626953,24.0,44.976000000000006,0,1,0,0,1,0,1,1,0
30,18734.2890625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.44191861152649,200.12257385253898,188.224761962891,197.972549438477,175.337936401367,173.943817138672,175.117599487305,168.198059082031,175.50846862793,179.396774291992,173.988098144531,24.0,44.908,0,1,0,0,1,0,1,1,0
31,18723.302734375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4274709224700897,199.885955810547,188.759460449219,198.83239746093798,175.673736572266,174.239227294922,175.433944702148,169.315017700195,175.73583984375,179.571350097656,173.976760864258,24.0,44.84,0,1,0,0,1,0,1,1,0
32,18720.392578125,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.42481756210327,199.44361877441398,187.83177185058602,197.822418212891,175.606964111328,174.83546447753898,176.071975708008,170.117538452148,177.31446838378898,180.512756347656,174.637298583984,24.0,44.7,0,1,0,0,1,0,1,1,0
33,18726.71484375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4066801071167,198.949523925781,187.884216308594,197.83155822753898,175.033721923828,174.003143310547,175.424850463867,169.096130371094,175.87599182128898,179.788421630859,174.33630371093798,24.0,44.56,0,1,0,0,1,0,1,1,0
34,18741.5703125,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4101557731628396,198.854354858398,187.639312744141,197.824081420898,175.34812927246102,174.47044372558602,176.672561645508,170.34298706054702,176.927932739258,180.31666564941398,174.494354248047,24.0,44.42,0,1,0,0,1,0,1,1,0
35,18734.044921875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.40381145477295,198.574295043945,187.209869384766,198.03001403808602,175.072082519531,174.30271911621102,175.36637878418,169.225158691406,176.108596801758,179.405731201172,174.397766113281,24.0,44.4675,0,1,0,0,1,0,1,1,0
36,18738.79296875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.0009100000024773179,0.00524999992921948,2.4004285335540803,198.903564453125,187.654647827148,197.963073730469,175.191970825195,173.771453857422,174.81785583496102,168.637741088867,175.249298095703,178.948150634766,173.968856811523,24.0,44.515,0,1,0,0,1,0,1,1,0
