,Unnamed: 0,Main_Mass_Flow,Additive_1_Ratio,Additive_2_Ratio,Additive_3_Ratio,Additive_4_Ratio,Additive_5_Ratio,Additive_6_Ratio,Flow_Gas_Ratio,T_Zone_1,T_Zone_2,T_Zone_3,T_Zone_4,T_Zone_5,T_Zone_6,T_Zone_7,T_Zone_8,T_Zone_9,T_Zone_10,Blending,Quality,CampaignID,Campaign.Hrs
0,0.0,0.45610811834223064,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.11410898791091495,0.9222129363371838,0.638144930983898,0.9318299016099956,0.9330275832846906,0.7892225416905354,0.5925812893652851,0.5811900375268011,0.7480790061077296,0.8590368284757095,0.9556441554853075,0.0,0.7673373287671235,0.0,0.0
1,0.00036927621861152144,0.455264621322808,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.10946434081198841,0.922896045335726,0.6471173437412374,0.9383672856303336,0.9277850702397472,0.770500134642133,0.5415045509952159,0.5306736243096712,0.7164011946241975,0.8401895596486155,0.9391203246626614,0.0,0.750535102739726,0.0,0.0010241921243157339
2,0.0007385524372230429,0.4572456502069442,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.1114728368547695,0.9095822614802263,0.6477180892528485,0.9340538973873187,0.9276738955870834,0.7729961467024955,0.5470162738881927,0.5336442781893029,0.7087289586796426,0.8349448786441855,0.9339276397924967,0.0,0.7337328767123288,0.0,0.002242627582553417
3,0.0011078286558345643,0.4588214545984104,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.10722731955271958,0.8941349461301815,0.6470469556393046,0.9359819774363629,0.9304110676855692,0.7632789063814958,0.539719854042803,0.5090522487349944,0.6791490180978053,0.8124837589036304,0.9206718846698083,0.0,0.7396190068493151,0.0,0.0029313084937312383
4,0.0014771048744460858,0.4562937432813272,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.11007022115013143,0.887503841830263,0.6377843331141331,0.9274379727313176,0.9209375175932661,0.7493828469187889,0.49631526119233405,0.470894904817444,0.6416342653029852,0.7783239850848829,0.9095827342849485,0.0,0.7455051369863013,0.0,0.0039731591029489675
5,0.0018463810930576072,0.4578442211420013,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.10813554125636826,0.9023206759937246,0.6393618546926034,0.9338640247395031,0.9270957399840596,0.7801360544652389,0.5750413064312707,0.542250294565592,0.721023476118472,0.8443044252531746,0.9360175326924314,0.0,0.7513912671232879,0.0,0.004944375772558715
6,0.0022156573116691287,0.4575637761425009,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.10318158489586504,0.8846808859997761,0.6518047396411801,0.9336233783474253,0.9275378310868192,0.765378860456978,0.5379848219783674,0.5144368853578363,0.6963812216096685,0.8217887627002063,0.9226926359789795,0.0,0.7572773972602742,0.0,0.005721349108246513
7,0.0025849335302806503,0.4587207661955057,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.09994554153725899,0.8928981925504687,0.6344504966501492,0.9299211261616418,0.9280500878552271,0.7843388383902044,0.5826691854202584,0.557844175361851,0.727006380094616,0.8379010990766189,0.9430217777085301,0.0,0.7472174657534245,0.0,0.007045735475896169
8,0.0029542097488921715,0.4557164836953511,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.11014327518551359,0.8803390915176834,0.6460235051091519,0.9344302048773465,0.9295126627099675,0.7759466908189032,0.5621032432251627,0.5447836705820115,0.7253010039726839,0.8482264430567228,0.9360866742831775,0.0,0.7371575342465753,0.0,0.007999293660603922
9,0.0033234859675036928,0.457590646973951,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.1096455061098649,0.8418839493594668,0.6395707605566181,0.9315667772582232,0.9322111962831208,0.7731134143753065,0.558824640838282,0.5478132748903302,0.7250982997893174,0.8381068033976953,0.9445587902240302,0.0,0.727097602739726,0.0,0.009253046088645595
10,0.0036927621861152144,0.4549900446658084,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.10349470472560651,0.8840104076761062,0.6551720763247819,0.9375250232580687,0.9328967338001097,0.7778133876705431,0.5663010059299265,0.5411436681643145,0.7241153018961879,0.8363953278626926,0.9282933571712058,0.0,0.7170376712328768,0.0,0.010365530637471306
11,0.004062038404726736,0.4521896098525149,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.1041397794791521,0.9527412774664654,0.6464827216029971,0.9367110566703722,0.9416050988630593,0.7820188876042888,0.5749815646095207,0.5475327006982309,0.7257666757453207,0.8470759793064491,0.9454869025261254,0.0,0.7323416095890412,0.0,0.01142503973159103
12,0.004431314623338257,0.45321162802800696,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.10249840446067315,0.8807748498002557,0.6610173000403896,0.946921074859008,0.9396665353035758,0.7649829622373285,0.5121072560041413,0.4700778071037468,0.6593207922837769,0.7834038688775267,0.9003182658077835,0.0,0.7476455479452055,0.0,0.0126964506445347
13,0.0048005908419497785,0.45931315992793076,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.09634803856991625,0.8693325109360526,0.6574339057604957,0.9469250415577788,0.9406168533899095,0.7682477645450392,0.548804209855025,0.494819824357577,0.6703200378172478,0.795631588236041,0.8979427222482557,0.0,0.7629494863013697,0.0,0.01373830125375243
14,0.005169867060561301,0.578816086609323,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.0924497184643358,0.8815263749542712,0.6485902241842099,0.9333792941497427,0.9362838864904346,0.7438254136780853,0.47203308977145175,0.43181860579997045,0.6183166317608477,0.7537750444037035,0.8900345897209967,0.0,0.7782534246575343,0.0,0.014992053681794104
15,0.005539143279172822,0.5832865281542228,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.08876685877010804,0.8900899725072549,0.6528854040295697,0.9382932405866269,0.933556907377165,0.7564668368539071,0.4967906765329402,0.44319379990732743,0.6187353450353918,0.751332305590918,0.8927399437152161,0.0,0.774507705479452,0.0,0.015945611866501855
16,0.005908419497784343,0.5818858474573787,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.08978406272325867,0.8900257665767182,0.6518803974405629,0.9440200958248552,0.9271749134040748,0.7477594724999654,0.47827575025471747,0.43347929160985155,0.6054719172528764,0.7505503954159027,0.8911451449796994,0.0,0.7707619863013699,0.0,0.016899170051209608
17,0.006277695716395864,0.5769246271633532,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.08327996723346764,0.885285053280441,0.6586233517609528,0.9403101746881126,0.9335879604251469,0.7361530084310484,0.4428358938942005,0.3851007641915598,0.5646888529917296,0.7020369013293126,0.8658330142263797,0.0,0.7670162671232879,0.0,0.018099947024545295
18,0.0066469719350073855,0.5803900378399991,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.07787494847567245,0.884859820560207,0.6501319871012732,0.936521977362307,0.9267489414406993,0.7434451724501823,0.46762551090953464,0.4130891591654158,0.5990953445344966,0.7313914533750583,0.8814958556051085,0.0,0.7632705479452053,0.0,0.019035846724351053
19,0.007016248153618908,0.5805901792052817,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.08385427429253389,0.8840093551198738,0.6556783436889053,0.940804954248085,0.929671957734665,0.7479112494606925,0.47105130850784294,0.420205744458102,0.6037289743324794,0.7334188876305094,0.8837797991739669,0.0,0.7586686643835618,0.0,0.01997174642415681
20,0.007385524372230429,0.5801766154890577,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.08767115711277129,0.8823115819078371,0.6466027954239322,0.9245528604922519,0.9297952217418788,0.749805745460929,0.48640243746632583,0.43348563437749066,0.6213568031906829,0.7530118346215144,0.8888079573391352,0.0,0.7540667808219179,0.0,0.02104891400317853
21,0.00775480059084195,0.576588896200295,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.08081953780638607,0.8791823322120127,0.6514945803043362,0.9394710856748683,0.9274683765596861,0.7415912568162768,0.4618852575538228,0.40977636893715674,0.5848716154662656,0.7130950669532372,0.8682822415249489,0.0,0.749464897260274,0.0,0.02219671552180823
22,0.008124076809453472,0.579878256601924,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.08007604152082082,0.8943233536967856,0.6452281571980811,0.9329942599224212,0.9262122689170245,0.7473757164371759,0.4798182409056646,0.42244660695509806,0.6068697152123668,0.7385385097578969,0.8760235762730713,0.0,0.7448630136986301,0.0,0.022903054917888046
23,0.008493353028064993,0.5789970786464456,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.0794800686599062,0.9040173966495271,0.6418837813391742,0.930362751958099,0.9253740736680223,0.7479756348450803,0.4870304463757722,0.4382095038537961,0.624701813537198,0.7364600390136986,0.8877039629612964,0.0,0.7516053082191783,0.0,0.024139148861027727
24,0.008862629246676515,0.5786202692858833,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.07447679266001472,0.9080771060597943,0.6482476938486283,0.9338592647009802,0.9262561224580412,0.7470644937850852,0.4797369056543581,0.4446224150423581,0.6248751686592828,0.7564125789750782,0.8888967815725055,0.0,0.7583476027397262,0.0,0.02496909765142151
25,0.009231905465288036,0.577353016165894,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.07517086043282406,0.9294376823553634,0.6539905348705237,0.9338010864523425,0.9261157911267606,0.7497284190935749,0.49406702528554236,0.44506678188116355,0.614889835363511,0.7366524972231931,0.8873108147920086,0.0,0.765089897260274,0.0,0.025887338866325275
26,0.009601181683899557,0.5763501473185615,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.0768838741327944,0.9152534344910155,0.6470236184076454,0.9323170122190088,0.929348152669587,0.7509124391524162,0.492654455102405,0.4474382307707869,0.6177006927943824,0.7418445833727882,0.8943218730305593,0.0,0.771832191780822,0.0,0.02689387250573901
27,0.009970457902511078,0.577378960416949,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.07392915957809953,0.9398285175376877,0.6571828423167188,0.9377595873787063,0.9254300165636045,0.7350948833669924,0.4313611454306572,0.3843866431760463,0.5629756504534567,0.7003090629505775,0.8713444065020923,0.0,0.7689212328767125,0.0,0.028024015539466714
28,0.010339734121122601,0.5778796226902863,0.06785672594575587,0.20484010493053423,0.0,0.0,0.0,1.0,0.07067373675854749,0.965716138213315,0.6566148442108051,0.9392079613230964,0.93171268819243,0.7528406456144525,0.48881766256164605,0.4529840483124947,0.6216326843668978,0.7502075548807761,0.8843619511807426,0.0,0.7660102739726027,0.0,0.029154158573194425
