,Unnamed: 0,Main_Mass_Flow,Additive_1_Ratio,Additive_2_Ratio,Additive_3_Ratio,Additive_4_Ratio,Additive_5_Ratio,Additive_6_Ratio,Flow_Gas_Ratio,T_Zone_1,T_Zone_2,T_Zone_3,T_Zone_4,T_Zone_5,T_Zone_6,T_Zone_7,T_Zone_8,T_Zone_9,T_Zone_10,Blending,Quality,CampaignID,Campaign.Hrs,T_Increase_1,T_Increase_2,T_Increase_3,T_Increase_4,T_Increase_5,T_Increase_6,T_Increase_7,T_Increase_8,T_Increase_9
0,-1.7363706356856727,-1.435376941250691,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.229837886260723,1.6181311995570755,-1.3874042131680446,0.5558454078870347,0.32666215333529197,0.5039464957940165,0.5974813878376328,0.9752871425787639,0.9764212594490312,1.2415040490360674,1.4451682811233333,-2.0956336384062917,-0.06376893429463756,-2.211209654688783,-1.3209197919652362,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
1,-1.7350897720131562,-1.4403944205925876,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.277173238670869,1.6241837380999915,-1.1348124051330661,0.6511925073384072,0.2611644678405723,0.16705284840327528,-0.0037285036854342213,0.5179791009102166,0.6773749492014852,1.0449292512463615,1.2453308064247206,-2.0956336384062917,-0.2725266828116125,-2.211209654688783,-1.3170444037086149,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
2,-1.7338089083406398,-1.4286104174805678,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.256703897088081,1.506219855162827,-1.11790018775624,0.5882821663672123,0.25977549992142,0.2119664433685456,0.06114843302463916,0.544871428010527,0.6049471600607976,0.9902278450439305,1.1825310209211521,-2.0956336384062917,-0.48128443132858373,-2.211209654688783,-1.3124340280240132,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
3,-1.7325280446681233,-1.4192368621519857,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.299971567026312,1.3693522809688001,-1.1367939744625633,0.6164030232136998,0.2939725416292108,0.037113043063195884,-0.024735668500608887,0.32224808414668826,0.32570526568501906,0.7559610071462897,1.022217310536828,-2.0956336384062917,-0.40815273598824164,-2.211209654688783,-1.30982816350663,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,-1.6585247135186478,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
4,-1.731247180995607,-1.4342727650937959,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.2709984833636234,1.310598825161681,-1.397555782245499,0.49178955951161984,0.17561411330586627,-0.21293462146236625,-0.5356388974845051,-0.02317747382406108,-0.028443202209356883,0.3996785827501779,0.8881062903231319,-2.0956336384062917,-0.3350210406479034,-2.211209654688783,-1.305885958211101,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,-1.6585247135186478,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
5,-1.7299663173230904,-1.4250498627516788,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.2907155366986927,1.4418801580816045,-1.3531453166888194,0.5855128925754237,0.2525522744321915,0.3404429561377351,0.3910231923148235,0.6227787900928687,0.7210104202474235,1.0878468156727403,1.207805966180279,-2.0956336384062917,-0.2618893453075613,-2.211209654688783,-1.3022110210712015,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
6,-1.728685453650574,-1.4267180689920458,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.3412031765891577,1.2855866396899485,-1.0028526037548136,0.582003088744613,0.25807556903543327,0.07489991448487143,-0.045158241917315996,0.37099338240261365,0.4883814935026042,0.8530111026548177,1.0466560646582534,-2.0956336384062917,-0.18875764996721928,-2.211209654688783,-1.2992710713592819,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
7,-1.7274045899780575,-1.4198357996347608,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.374182916391033,1.358394295163808,-1.4914101113881044,0.5280061067325822,0.2644754830503519,0.4160684460662629,0.48080880599855913,0.7639449306559069,0.7774905012518004,1.0210608765594533,1.2925145698455545,-2.0956336384062917,-0.3137463656398048,-2.211209654688783,-1.2942597934412368,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
8,-1.726123726305541,-1.4377065508462694,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.2702539621037414,1.2471171150543041,-1.1656062044431899,0.5937705738960282,0.2827482592985051,0.265058952605956,0.23873289687142224,0.64571258826059,0.761391332370977,1.1287530002097694,1.2086421573177752,-2.0956336384062917,-0.4387350813123865,-2.211209654688783,-1.2906516733402442,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
9,-1.7248428626330246,-1.4265582298478696,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.27532691471195,0.9063937011009092,-1.3472641884652794,0.5520077652369371,0.31646256801954814,0.21407657450244125,0.20014139224005337,0.6731385736984883,0.759477755161294,1.0232063484414022,1.3111030377967452,-2.0956336384062917,-0.5637237969849682,-2.211209654688783,-1.2859076635778284,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
10,-1.723561998960508,-1.442027719433652,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.3380120541697957,1.2796460124915656,-0.9080551747714248,0.6389081939306844,0.32502737659468306,0.29864856046438765,0.28814357854192296,0.6127608747224429,0.7501980139432471,1.0053558598479828,1.114390598590395,-2.0956336384062917,-0.68871251265755,-2.211209654688783,-1.2816981901266706,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
11,-1.7222811352879916,-1.4586858978272725,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.3314378537753173,1.8886209189581127,-1.1526783189794867,0.6270365717427042,0.4338259148484764,0.37432292264005645,0.3903199881690589,0.670598630219521,0.7657873881233083,1.1167537985668623,1.3223275305114313,-2.0956336384062917,-0.4985701047726636,-2.211209654688783,-1.2776891677922346,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,0.6029454923698107,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
12,-1.721000271615475,-1.4526064986539529,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.3481657263740496,1.2509780564359751,-0.7435001474197921,0.7759486773500184,0.40960634205160124,0.06777606577949971,-0.34975577748278974,-0.03057438368970206,0.13852195059007313,0.4526611734106691,0.776062781479878,-2.0956336384062917,-0.30842769688777727,-2.211209654688783,-1.2728783409909115,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,-1.6585247135186478,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
13,-1.7197194079429587,-1.4163119895367169,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.4108464275531767,1.1495957043598222,-0.8443800405477808,0.7760065312593242,0.42147920428484686,0.12652338147511732,0.08219372336563634,0.1934067491085669,0.24235752628952947,0.580194848574986,0.7473332071415829,-2.0956336384062917,-0.11828528900289474,-2.211209654688783,-1.2689361356953828,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,-1.6585247135186478,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
14,-1.7184385442704422,-0.7054577101338076,-2.1677560325456118,-1.7111841975428541,-0.30599754397693374,-2.0825899172227706,-1.1297613587969446,0.30599754397693835,-2.4505756797600595,1.2576367814276588,-1.0933478020021772,0.5784431448590265,0.36734499406775395,-0.3129358632765646,-0.821457493419908,-0.37692202220532983,-0.24856738212960183,0.14363601792947658,0.6516930828392011,-2.0956336384062917,0.07185711888199157,-2.211209654688783,-1.264192125932967,-0.1102845219814345,0.24860054878230753,-0.03358302471297338,-1.6585247135186478,0.2417148591459689,-0.0193818833050555,0.02741527209295738,0.19957001806998984,-0.027415272092956744
