"","Date.Time","Main_Mass_Flow","Additive_1_Ratio","Additive_2_Ratio","Additive_3_Ratio","Additive_4_Ratio","Additive_5_Ratio","Additive_6_Ratio","Flow_Gas_Ratio","Pressure","T_Zone_1","T_Zone_2","T_Zone_3","T_Zone_4","T_Zone_5","T_Zone_6","T_Zone_7","T_Zone_8","T_Zone_9","T_Zone_10","Blending","Quality"
"2130100",2017-01-01 12:29:00,17940.888671875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.51152634620667,0,199.576416015625,188.056411743164,198.193908691406,175.72492980957,176.791351318359,179.072906494141,173.650268554688,180.527069091797,183.463104248047,176.978668212891,24,43.9
"2190100",2017-01-01 13:29:00,17923.1796875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.51293897628784,0,200.572799682617,187.704162597656,198.146942138672,176.285491943359,177.193008422852,179.440948486328,173.911560058594,180.591461181641,183.881423950195,178.018341064453,24,44.2575
"2262100",2017-01-01 14:41:00,17929.642578125,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.50934457778931,0,199.529510498047,188.293365478516,198.736068725586,176.160705566406,175.565948486328,176.775177001953,170.743896484375,178.000534057617,181.387634277344,175.287048339844,24,44.615
"2321100",2017-01-01 15:40:00,17968.2265625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.49587607383728,0,199.363632202148,188.148101806641,198.736297607422,176.221878051758,175.87776184082,178.331069946289,171.755767822266,178.429428100586,181.866546630859,175.143402099609,24,44.9725
"2392100",2017-01-01 16:51:00,18723.921875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.48733925819397,0,199.540405273438,187.789596557617,197.954696655273,175.942962646484,173.54524230957,175.076095581055,169.179214477539,176.401657104492,180.227188110352,174.66520690918,24,45.33
"2446100",2017-01-01 17:45:00,18752.19140625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.4792742729187,0,199.66455078125,187.963714599609,198.238235473633,175.767425537109,174.752593994141,176.125778198242,169.644424438477,176.417984008789,180.13151550293,174.828796386719,24,45.2425
"2500100",2017-01-01 18:39:00,18743.333984375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.48150181770325,0,199.663619995117,187.922973632812,198.56867980957,175.35661315918,173.920974731445,175.340774536133,169.247131347656,175.900802612305,180.100891113281,174.732360839844,24,45.155
"2568100",2017-01-01 19:47:00,18711.9609375,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.46725869178772,0,199.59489440918,188.196319580078,198.354614257812,175.769424438477,172.812469482422,173.838180541992,167.268600463867,174.310546875,178.200805664062,173.201766967773,24,45.0675
"2621100",2017-01-01 20:40:00,18733.875,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.45542240142822,0,199.588729858398,187.852096557617,198.136032104492,175.329193115234,173.508926391602,174.889221191406,168.413238525391,175.652160644531,179.350509643555,174.148880004883,24,44.98
"2674100",2017-01-01 21:33:00,18735.140625,0.000626239983830601,0.0531460680067539,0.000875999976415187,0.00100000004749745,0.000910000002477318,0.00524999992921948,2.46851634979248,0,199.576400756836,188.076934814453,198.383163452148,175.517349243164,173.935470581055,175.034469604492,168.704284667969,175.83283996582,179.429916381836,174.286987304688,24,44.8725
